t [s],P1 [Pa],P_line [Pa],P2 [Pa],mdot_out [kg/s]
0.6800000000000004,5000000.0,4900000.0,100000.0,0.0
0.6900000000000004,5000000.0,4900000.0,100000.0,0.0
0.7000000000000004,5000000.0,4900000.0,100000.0,0.0
0.7100000000000004,5000000.0,4900000.0,100000.0,0.0
0.7200000000000004,5000000.0,4900000.0,100000.0,0.0
0.7300000000000004,5000000.0,4900000.0,100000.0,0.0
0.7400000000000004,5000000.0,4900000.0,100000.0,0.0
0.7500000000000004,5000000.0,4900000.0,100000.0,0.0
0.7600000000000005,5000000.0,4900000.0,100000.0,0.0
0.7700000000000005,5000000.0,4900000.0,100000.0,0.0
0.7800000000000005,5000000.0,4900000.0,100000.0,0.0
0.7900000000000005,5000000.0,4900000.0,100000.0,0.0
0.8000000000000005,5000000.0,4900000.0,100000.0,0.0
0.8100000000000005,5000000.0,4900000.0,100000.0,0.0
0.8200000000000005,5000000.0,4900000.0,100000.0,0.0
0.8300000000000005,5000000.0,4900000.0,100000.0,0.0
0.8400000000000005,5000000.0,4900000.0,100000.0,0.0
0.8500000000000005,5000000.0,4900000.0,100000.0,0.0
0.8600000000000005,5000000.0,4900000.0,100000.0,0.0
0.8700000000000006,5000000.0,4900000.0,100000.0,0.0
0.8800000000000006,5000000.0,4900000.0,100000.0,0.0
0.8900000000000006,5000000.0,4900000.0,100000.0,0.0
0.9000000000000006,5000000.0,4900000.0,100000.0,0.0
0.9100000000000006,5000000.0,4900000.0,100000.0,0.0
0.9200000000000006,5000000.0,4900000.0,100000.0,0.0
0.9300000000000006,5000000.0,4900000.0,100000.0,0.0
0.9400000000000006,5000000.0,4900000.0,100000.0,0.0
0.9500000000000006,5000000.0,4900000.0,100000.0,0.0
0.9600000000000006,5000000.0,4900000.0,100000.0,0.0
0.9700000000000006,5000000.0,4900000.0,100000.0,0.0
0.9800000000000006,5000000.0,4900000.0,100000.0,0.0
0.9900000000000007,5000000.0,4900000.0,100000.0,0.0
1.0000000000000007,5000000.0,4900000.0,100000.0,0.2667555163588853
1.0100000000000007,5000000.0,4975000.0,100000.0,0.2840258702130665
1.0200000000000007,5000000.0,4975000.0,100000.0,0.2840272840170971
1.0300000000000007,5000000.0,4975000.0,100000.0,0.2840344089120477
1.0400000000000007,5000000.0,4975000.0,100000.0,0.2840451260303795
1.0500000000000007,5000000.0,4975000.0,100000.0,0.2840471880868351
1.0600000000000007,5000000.0,4975000.0,100000.0,0.28404645153901087
1.0700000000000007,5000000.0,4975000.0,100000.0,0.2840582969261014
1.0800000000000007,5000000.0,4975000.0,100000.0,0.2840470109263932
1.0900000000000007,5000000.0,4975000.0,100000.0,0.2840438773666986
1.1000000000000008,5000000.0,4975000.0,100000.0,0.2840462623634015
1.1100000000000008,5000000.0,4975000.0,100000.0,0.2840470295673326
1.1200000000000008,5000000.0,4975000.0,100000.0,0.2840491700021549
1.1300000000000008,5000000.0,4975000.0,100000.0,0.28407105833947577
1.1400000000000008,5000000.0,4975000.0,100000.0,0.28405232106645034
1.1500000000000008,5000000.0,4975000.0,100000.0,0.28406302959430946
1.1600000000000008,5000000.0,4975000.0,100000.0,0.2840554606276141
1.1700000000000008,5000000.0,4975000.0,100000.0,0.28406272380754133
1.1800000000000008,5000000.0,4975000.0,100000.0,0.284059067495984
1.1900000000000008,5000000.0,4975000.0,100000.0,0.284059598853477
1.2000000000000008,5000000.0,4975000.0,100000.0,0.2840617310943501
1.2100000000000009,5000000.0,4975000.0,100000.0,0.28407904949084517
1.2200000000000009,5000000.0,4975000.0,100000.0,0.2840654673796031
1.2300000000000009,5000000.0,4975000.0,100000.0,0.2840667405574633
1.2400000000000009,5000000.0,4975000.0,100000.0,0.28406859458744693
1.2500000000000009,5000000.0,4975000.0,100000.0,0.28407017068649854
1.260000000000001,5000000.0,4975000.0,100000.0,0.28407171922236174
1.270000000000001,5000000.0,4975000.0,100000.0,0.2840719481127353
1.280000000000001,5000000.0,4975000.0,100000.0,0.28407486348310923
1.290000000000001,5000000.0,4975000.0,100000.0,0.2840754947673049
1.300000000000001,5000000.0,4975000.0,100000.0,0.2840764590737216
1.310000000000001,5000000.0,4975000.0,100000.0,0.28547914917580075
1.320000000000001,5000000.0,4975000.0,100000.0,0.2854814332213679
1.330000000000001,5000000.0,4975000.0,100000.0,0.2854837377974993
1.340000000000001,5000000.0,4975000.0,100000.0,0.2854860634578618
1.350000000000001,5000000.0,4975000.0,100000.0,0.2854884107812997
1.360000000000001,5000000.0,4975000.0,100000.0,0.28549078037343434
1.370000000000001,5000000.0,4975000.0,100000.0,0.2854931728687176
1.380000000000001,5000000.0,4975000.0,100000.0,0.28549558893205196
1.390000000000001,5000000.0,4975000.0,100000.0,0.2854980292610655
1.400000000000001,5000000.0,4975000.0,100000.0,0.28550049458824284
1.410000000000001,5000000.0,4975000.0,100000.0,0.2855029856837693
1.420000000000001,5000000.0,4975000.0,100000.0,0.2855055033577111
1.430000000000001,5000000.0,4975000.0,100000.0,0.2855080484636779
1.440000000000001,5000000.0,4975000.0,100000.0,0.28551062190137716
1.450000000000001,5000000.0,4975000.0,100000.0,0.2855132246209403
1.460000000000001,5000000.0,4975000.0,100000.0,0.28551585762640197
1.470000000000001,5000000.0,4975000.0,100000.0,0.2855185219803727
1.480000000000001,5000000.0,4975000.0,100000.0,0.28552121880866244
1.490000000000001,5000000.0,4975000.0,100000.0,0.28552394930609093
1.500000000000001,5000000.0,4975000.0,100000.0,0.2855267147420164
1.5100000000000011,5000000.0,4975000.0,100000.0,0.2855295164674565
1.5200000000000011,5000000.0,4975000.0,100000.0,0.28553235592240117
1.5300000000000011,5000000.0,4975000.0,100000.0,0.28553523464408154
1.5400000000000011,5000000.0,4975000.0,100000.0,0.28553815427682594
1.5500000000000012,5000000.0,4975000.0,100000.0,0.2855411165824334
1.5600000000000012,5000000.0,4975000.0,100000.0,0.2855441234522472
1.5700000000000012,5000000.0,4975000.0,100000.0,0.2855471769211915
1.5800000000000012,5000000.0,4975000.0,100000.0,0.28555027918291154
1.5900000000000012,5000000.0,4975000.0,100000.0,0.28555343260839433
1.6000000000000012,5000000.0,4975000.0,100000.0,0.28555663976594636
1.6100000000000012,5000000.0,4975000.0,100000.0,0.28555990344534693
1.6200000000000012,5000000.0,4975000.0,100000.0,0.2855632266853526
1.6300000000000012,5000000.0,4975000.0,100000.0,0.2855666128114921
1.6400000000000012,5000000.0,4975000.0,100000.0,0.2855700654460602
1.6500000000000012,5000000.0,4975000.0,100000.0,0.2855735886082696
1.6600000000000013,5000000.0,4975000.0,100000.0,0.28557718671081467
1.6700000000000013,5000000.0,4975000.0,100000.0,0.28558086465282706
1.6800000000000013,5000000.0,4975000.0,100000.0,0.2855846278874089
1.6900000000000013,5000000.0,4975000.0,100000.0,0.28558848251684016
1.7000000000000013,5000000.0,4975000.0,100000.0,0.2855924354011546
1.7100000000000013,5000000.0,4975000.0,100000.0,0.2855964943040803
1.7200000000000013,5000000.0,4975000.0,100000.0,0.28560066806096907
1.7300000000000013,5000000.0,4975000.0,100000.0,0.2856049668011368
1.7400000000000013,5000000.0,4975000.0,100000.0,0.2856094022277905
1.7500000000000013,5000000.0,4975000.0,100000.0,0.28561398798853826
1.7600000000000013,5000000.0,4975000.0,100000.0,0.28561874014493954
1.7700000000000014,5000000.0,4975000.0,100000.0,0.2856236778278764
1.7800000000000014,5000000.0,4975000.0,100000.0,0.2856288241197981
1.7900000000000014,5000000.0,4975000.0,100000.0,0.2856342073000052
1.8000000000000014,5000000.0,4975000.0,100000.0,0.28563986262291813
1.8100000000000014,5000000.0,4975000.0,100000.0,0.28564583502805224
1.8200000000000014,5000000.0,4975000.0,100000.0,0.28565218326168995
1.8300000000000014,5000000.0,4975000.0,100000.0,0.28565898666384826
1.8400000000000014,5000000.0,4975000.0,100000.0,0.2856663568833319
1.8500000000000014,5000000.0,4975000.0,100000.0,0.2856744598153954
1.8600000000000014,5000000.0,4975000.0,100000.0,0.28568356127494937
1.8700000000000014,5000000.0,4975000.0,100000.0,0.2856941375756238
1.8800000000000014,5000000.0,4975000.0,100000.0,0.28570721559594786
1.8900000000000015,5000000.0,4975000.0,100000.0,0.2857260189518168
1.9000000000000015,5000000.0,4975000.0,100000.0,0.2857999306879663
1.9100000000000015,5000000.0,4975000.0,100000.0,1.5628164648969358
1.9200000000000015,5000000.0,4975000.0,100000.0,0.0
1.9300000000000015,5000000.0,4975000.0,100000.0,0.0
1.9400000000000015,5000000.0,4975000.0,100000.0,0.0
1.9500000000000015,5000000.0,4975000.0,100000.0,0.0
1.9600000000000015,5000000.0,4975000.0,100000.0,0.0
1.9700000000000015,5000000.0,4975000.0,100000.0,0.031075310607819595
1.9800000000000015,5000000.0,4975000.0,100000.0,0.05260020039506279
1.9900000000000015,5000000.0,4975000.0,100000.0,0.05777394160271006
2.0000000000000013,5000000.0,4975000.0,100000.0,0.08708305864827752
2.010000000000001,5000000.0,4975000.0,100000.0,0.14072907161664272
2.020000000000001,5000000.0,4975000.0,100000.0,0.16381745534630923
2.0300000000000007,5000000.0,4975000.0,100000.0,0.15884404780679648
2.0400000000000005,5000000.0,4975000.0,100000.0,0.1805551863446944
2.0500000000000003,5000000.0,4975000.0,100000.0,0.2270414787598117
2.06,5000000.0,4975000.0,100000.0,0.252513870837229
2.07,5000000.0,4975000.0,100000.0,0.3497561225164394
2.0799999999999996,5000000.0,4975000.0,100000.0,1.5628164648969358
2.0899999999999994,5000000.0,4975000.0,100000.0,0.0
2.099999999999999,5000000.0,4975000.0,100000.0,0.0
2.109999999999999,5000000.0,4975000.0,100000.0,0.0
2.1199999999999988,5000000.0,4975000.0,100000.0,0.0
2.1299999999999986,5000000.0,4975000.0,100000.0,0.0
2.1399999999999983,5000000.0,4975000.0,100000.0,0.031075310607819595
2.149999999999998,5000000.0,4975000.0,100000.0,0.05260020039506279
2.159999999999998,5000000.0,4975000.0,100000.0,0.05777394160271006
2.1699999999999977,5000000.0,4975000.0,100000.0,0.08708305864827752
2.1799999999999975,5000000.0,4975000.0,100000.0,0.14072907161664272
2.1899999999999973,5000000.0,4975000.0,100000.0,0.16381745534630923
2.199999999999997,5000000.0,4975000.0,100000.0,0.15884404780679648
2.209999999999997,5000000.0,4975000.0,100000.0,0.1805551863446944
2.2199999999999966,5000000.0,4975000.0,100000.0,0.2270414787598117
2.2299999999999964,5000000.0,4975000.0,100000.0,0.252513870837229
2.239999999999996,5000000.0,4975000.0,100000.0,0.3497561225164394
2.249999999999996,5000000.0,4975000.0,100000.0,1.5628164648969358
2.259999999999996,5000000.0,4975000.0,100000.0,0.0
2.2699999999999956,5000000.0,4975000.0,100000.0,0.0
2.2799999999999954,5000000.0,4975000.0,100000.0,0.0
2.289999999999995,5000000.0,4975000.0,100000.0,0.0
2.299999999999995,5000000.0,4975000.0,100000.0,0.0
2.3099999999999947,5000000.0,4975000.0,100000.0,0.031075310607819595
2.3199999999999945,5000000.0,4975000.0,100000.0,0.05260020039506279
2.3299999999999943,5000000.0,4975000.0,100000.0,0.05777394160271006
2.339999999999994,5000000.0,4975000.0,100000.0,0.08708305864827752
2.349999999999994,5000000.0,4975000.0,100000.0,0.14072907161664272
2.3599999999999937,5000000.0,4975000.0,100000.0,0.16381745534630923
2.3699999999999934,5000000.0,4975000.0,100000.0,0.15884404780679648
2.3799999999999932,5000000.0,4975000.0,100000.0,0.1805551863446944
2.389999999999993,5000000.0,4975000.0,100000.0,0.2270414787598117
2.399999999999993,5000000.0,4975000.0,100000.0,0.252513870837229
2.4099999999999926,5000000.0,4975000.0,100000.0,0.3497561225164394
2.4199999999999924,5000000.0,4975000.0,100000.0,1.5628164648969358
2.429999999999992,5000000.0,4975000.0,100000.0,0.0
2.439999999999992,5000000.0,4975000.0,100000.0,0.0
2.4499999999999917,5000000.0,4975000.0,100000.0,0.0
2.4599999999999915,5000000.0,4975000.0,100000.0,0.0
2.4699999999999913,5000000.0,4975000.0,100000.0,0.0
2.479999999999991,5000000.0,4975000.0,100000.0,0.031075310607819595
2.489999999999991,5000000.0,4975000.0,100000.0,0.05260020039506279
2.4999999999999907,5000000.0,4975000.0,100000.0,0.05777394160271006
2.5099999999999905,5000000.0,4975000.0,100000.0,0.08708305864827752
2.5199999999999902,5000000.0,4975000.0,100000.0,0.14072907161664272
2.52999999999999,5000000.0,4975000.0,100000.0,0.16381745534630923
2.53999999999999,5000000.0,4975000.0,100000.0,0.15884404780679648
2.5499999999999896,5000000.0,4975000.0,100000.0,0.1805551863446944
2.5599999999999894,5000000.0,4975000.0,100000.0,0.2270414787598117
2.569999999999989,5000000.0,4975000.0,100000.0,0.252513870837229
2.579999999999989,5000000.0,4975000.0,100000.0,0.3497561225164394
2.5899999999999888,5000000.0,4975000.0,100000.0,1.5628164648969358
2.5999999999999885,5000000.0,4975000.0,100000.0,0.0
2.6099999999999883,5000000.0,4975000.0,100000.0,0.0
2.619999999999988,5000000.0,4975000.0,100000.0,0.0
2.629999999999988,5000000.0,4975000.0,100000.0,0.0
2.6399999999999877,5000000.0,4975000.0,100000.0,0.0
2.6499999999999875,5000000.0,4975000.0,100000.0,0.031075310607819595
2.6599999999999873,5000000.0,4975000.0,100000.0,0.05260020039506279
2.669999999999987,5000000.0,4975000.0,100000.0,0.05777394160271006
2.679999999999987,5000000.0,4975000.0,100000.0,0.08708305864827752
2.6899999999999866,5000000.0,4975000.0,100000.0,0.14072907161664272
2.6999999999999864,5000000.0,4975000.0,100000.0,0.16381745534630923
2.709999999999986,5000000.0,4975000.0,100000.0,0.15884404780679648
2.719999999999986,5000000.0,4975000.0,100000.0,0.1805551863446944
2.7299999999999858,5000000.0,4975000.0,100000.0,0.2270414787598117
2.7399999999999856,5000000.0,4975000.0,100000.0,0.252513870837229
2.7499999999999853,5000000.0,4975000.0,100000.0,0.3497561225164394
2.759999999999985,5000000.0,4975000.0,100000.0,1.5628164648969358
2.769999999999985,5000000.0,4975000.0,100000.0,0.0
2.7799999999999847,5000000.0,4975000.0,100000.0,0.0
2.7899999999999845,5000000.0,4975000.0,100000.0,0.0
2.7999999999999843,5000000.0,4975000.0,100000.0,0.0
2.809999999999984,5000000.0,4975000.0,100000.0,0.0
2.819999999999984,5000000.0,4975000.0,100000.0,0.031075310607819595
2.8299999999999836,5000000.0,4975000.0,100000.0,0.05260020039506279
2.8399999999999834,5000000.0,4975000.0,100000.0,0.05777394160271006
2.849999999999983,5000000.0,4975000.0,100000.0,0.08708305864827752
2.859999999999983,5000000.0,4975000.0,100000.0,0.14072907161664272
2.869999999999983,5000000.0,4975000.0,100000.0,0.16381745534630923
2.8799999999999826,5000000.0,4975000.0,100000.0,0.15884404780679648
2.8899999999999824,5000000.0,4975000.0,100000.0,0.1805551863446944
2.899999999999982,5000000.0,4975000.0,100000.0,0.2270414787598117
2.909999999999982,5000000.0,4975000.0,100000.0,0.252513870837229
2.9199999999999817,5000000.0,4975000.0,100000.0,0.3497561225164394
2.9299999999999815,5000000.0,4975000.0,100000.0,1.5628164648969358
2.9399999999999813,5000000.0,4975000.0,100000.0,0.0
2.949999999999981,5000000.0,4975000.0,100000.0,0.0
2.959999999999981,5000000.0,4975000.0,100000.0,0.0
2.9699999999999807,5000000.0,4975000.0,100000.0,0.0
2.9799999999999804,5000000.0,4975000.0,100000.0,0.0
2.9899999999999802,5000000.0,4975000.0,100000.0,0.031075310607819595
2.99999999999998,5000000.0,4975000.0,100000.0,0.05260020039506279
3.00999999999998,5000000.0,4975000.0,100000.0,0.05777394160271006
3.0199999999999796,5000000.0,4975000.0,100000.0,0.08708305864827752
3.0299999999999794,5000000.0,4975000.0,100000.0,0.14072907161664272
3.039999999999979,5000000.0,4975000.0,100000.0,0.16381745534630923
3.049999999999979,5000000.0,4975000.0,100000.0,0.15884404780679648
3.0599999999999787,5000000.0,4975000.0,100000.0,0.1805551863446944
3.0699999999999785,5000000.0,4975000.0,100000.0,0.2270414787598117
3.0799999999999783,5000000.0,4975000.0,100000.0,0.252513870837229
3.089999999999978,5000000.0,4975000.0,100000.0,0.3497561225164394
3.099999999999978,5000000.0,4975000.0,100000.0,1.5628164648969358
3.1099999999999777,5000000.0,4975000.0,100000.0,0.0
3.1199999999999775,5000000.0,4975000.0,100000.0,0.0
3.1299999999999772,5000000.0,4975000.0,100000.0,0.0
3.139999999999977,5000000.0,4975000.0,100000.0,0.0
3.149999999999977,5000000.0,4975000.0,100000.0,0.0
3.1599999999999766,5000000.0,4975000.0,100000.0,0.031075310607819595
3.1699999999999764,5000000.0,4975000.0,100000.0,0.05260020039506279
3.179999999999976,5000000.0,4975000.0,100000.0,0.05777394160271006
3.189999999999976,5000000.0,4975000.0,100000.0,0.08708305864827752
3.1999999999999758,5000000.0,4975000.0,100000.0,0.14072907161664272
3.2099999999999755,5000000.0,4975000.0,100000.0,0.16381745534630923
3.2199999999999753,5000000.0,4975000.0,100000.0,0.15884404780679648
3.229999999999975,5000000.0,4975000.0,100000.0,0.1805551863446944
3.239999999999975,5000000.0,4975000.0,100000.0,0.2270414787598117
3.2499999999999747,5000000.0,4975000.0,100000.0,0.252513870837229
3.2599999999999745,5000000.0,4975000.0,100000.0,0.3497561225164394
3.2699999999999743,5000000.0,4975000.0,100000.0,1.5628164648969358
3.279999999999974,5000000.0,4975000.0,100000.0,0.0
3.289999999999974,5000000.0,4975000.0,100000.0,0.0
3.2999999999999736,5000000.0,4975000.0,100000.0,0.0
3.3099999999999734,5000000.0,4975000.0,100000.0,0.0
3.319999999999973,5000000.0,4975000.0,100000.0,0.0
3.329999999999973,5000000.0,4975000.0,100000.0,0.031075310607819595
3.3399999999999728,5000000.0,4975000.0,100000.0,0.05260020039506279
3.3499999999999726,5000000.0,4975000.0,100000.0,0.05777394160271006
3.3599999999999723,5000000.0,4975000.0,100000.0,0.08708305864827752
3.369999999999972,5000000.0,4975000.0,100000.0,0.14072907161664272
3.379999999999972,5000000.0,4975000.0,100000.0,0.16381745534630923
3.3899999999999717,5000000.0,4975000.0,100000.0,0.15884404780679648
3.3999999999999715,5000000.0,4975000.0,100000.0,0.1805551863446944
3.4099999999999713,5000000.0,4975000.0,100000.0,0.2270414787598117
3.419999999999971,5000000.0,4975000.0,100000.0,0.252513870837229
3.429999999999971,5000000.0,4975000.0,100000.0,0.3497561225164394
3.4399999999999706,5000000.0,4975000.0,100000.0,1.5628164648969358
3.4499999999999704,5000000.0,4975000.0,100000.0,0.0
3.45999999999997,5000000.0,4975000.0,100000.0,0.0
3.46999999999997,5000000.0,4975000.0,100000.0,0.0
3.47999999999997,5000000.0,4975000.0,100000.0,0.0
3.4899999999999696,5000000.0,4975000.0,100000.0,0.0
3.4999999999999694,5000000.0,4975000.0,100000.0,0.031075310607819595
3.509999999999969,5000000.0,4975000.0,100000.0,0.05260020039506279
3.519999999999969,5000000.0,4975000.0,100000.0,0.05777394160271006
3.5299999999999687,5000000.0,4975000.0,100000.0,0.08708305864827752
3.5399999999999685,5000000.0,4975000.0,100000.0,0.14072907161664272
3.5499999999999683,5000000.0,4975000.0,100000.0,0.16381745534630923
3.559999999999968,5000000.0,4975000.0,100000.0,0.15884404780679648
3.569999999999968,5000000.0,4975000.0,100000.0,0.1805551863446944
3.5799999999999677,5000000.0,4975000.0,100000.0,0.2270414787598117
3.5899999999999674,5000000.0,4975000.0,100000.0,0.252513870837229
3.5999999999999672,5000000.0,4975000.0,100000.0,0.3497561225164394
3.609999999999967,5000000.0,4975000.0,100000.0,1.5628164648969358
3.619999999999967,5000000.0,4975000.0,100000.0,0.0
3.6299999999999666,5000000.0,4975000.0,100000.0,0.0
3.6399999999999664,5000000.0,4975000.0,100000.0,0.0
3.649999999999966,5000000.0,4975000.0,100000.0,0.0
3.659999999999966,5000000.0,4975000.0,100000.0,0.0
3.6699999999999657,5000000.0,4975000.0,100000.0,0.031075310607819595
3.6799999999999655,5000000.0,4975000.0,100000.0,0.05260020039506279
3.6899999999999653,5000000.0,4975000.0,100000.0,0.05777394160271006
3.699999999999965,5000000.0,4975000.0,100000.0,0.08708305864827752
3.709999999999965,5000000.0,4975000.0,100000.0,0.14072907161664272
3.7199999999999647,5000000.0,4975000.0,100000.0,0.16381745534630923
3.7299999999999645,5000000.0,4975000.0,100000.0,0.15884404780679648
3.7399999999999642,5000000.0,4975000.0,100000.0,0.1805551863446944
3.749999999999964,5000000.0,4975000.0,100000.0,0.2270414787598117
3.759999999999964,5000000.0,4975000.0,100000.0,0.252513870837229
3.7699999999999636,5000000.0,4975000.0,100000.0,0.3497561225164394
3.7799999999999634,5000000.0,4975000.0,100000.0,1.5628164648969358
3.789999999999963,5000000.0,4975000.0,100000.0,0.0
3.799999999999963,5000000.0,4975000.0,100000.0,0.0
3.8099999999999627,5000000.0,4975000.0,100000.0,0.0
3.8199999999999625,5000000.0,4975000.0,100000.0,0.0
3.8299999999999623,5000000.0,4975000.0,100000.0,0.0
3.839999999999962,5000000.0,4975000.0,100000.0,0.031075310607819595
3.849999999999962,5000000.0,4975000.0,100000.0,0.05260020039506279
3.8599999999999617,5000000.0,4975000.0,100000.0,0.05777394160271006
3.8699999999999615,5000000.0,4975000.0,100000.0,0.08708305864827752
3.8799999999999613,5000000.0,4975000.0,100000.0,0.14072907161664272
3.889999999999961,5000000.0,4975000.0,100000.0,0.16381745534630923
3.899999999999961,5000000.0,4975000.0,100000.0,0.15884404780679648
3.9099999999999606,5000000.0,4975000.0,100000.0,0.1805551863446944
3.9199999999999604,5000000.0,4975000.0,100000.0,0.2270414787598117
3.92999999999996,5000000.0,4975000.0,100000.0,0.252513870837229
3.93999999999996,5000000.0,4975000.0,100000.0,0.3497561225164394
3.9499999999999598,5000000.0,4975000.0,100000.0,1.5628164648969358
3.9599999999999596,5000000.0,4975000.0,100000.0,0.0
3.9699999999999593,5000000.0,4975000.0,100000.0,0.0
3.979999999999959,5000000.0,4975000.0,100000.0,0.0
3.989999999999959,5000000.0,4975000.0,100000.0,0.0
3.9999999999999587,5000000.0,4975000.0,100000.0,0.0
4.009999999999959,5000000.0,4975000.0,100000.0,0.031075310607819595
4.019999999999959,5000000.0,4975000.0,100000.0,0.05260020039506279
4.0299999999999585,5000000.0,4975000.0,100000.0,0.05777394160271006
4.039999999999958,5000000.0,4975000.0,100000.0,0.08708305864827752
4.049999999999958,5000000.0,4975000.0,100000.0,0.14072907161664272
4.059999999999958,5000000.0,4975000.0,100000.0,0.16381745534630923
4.069999999999958,5000000.0,4975000.0,100000.0,0.15884404780679648
4.079999999999957,5000000.0,4975000.0,100000.0,0.1805551863446944
4.089999999999957,5000000.0,4975000.0,100000.0,0.2270414787598117
4.099999999999957,5000000.0,4975000.0,100000.0,0.252513870837229
4.109999999999957,5000000.0,4975000.0,100000.0,0.3497561225164394
4.119999999999957,5000000.0,4975000.0,100000.0,1.5628164648969358
4.129999999999956,5000000.0,4975000.0,100000.0,0.0
4.139999999999956,5000000.0,4975000.0,100000.0,0.0
4.149999999999956,5000000.0,4975000.0,100000.0,0.0
4.159999999999956,5000000.0,4975000.0,100000.0,0.0
4.1699999999999555,5000000.0,4975000.0,100000.0,0.0
4.179999999999955,5000000.0,4975000.0,100000.0,0.031075310607819595
4.189999999999955,5000000.0,4975000.0,100000.0,0.05260020039506279
4.199999999999955,5000000.0,4975000.0,100000.0,0.05777394160271006
4.209999999999955,5000000.0,4975000.0,100000.0,0.08708305864827752
4.2199999999999545,5000000.0,4975000.0,100000.0,0.14072907161664272
4.229999999999954,5000000.0,4975000.0,100000.0,0.16381745534630923
4.239999999999954,5000000.0,4975000.0,100000.0,0.15884404780679648
4.249999999999954,5000000.0,4975000.0,100000.0,0.1805551863446944
4.259999999999954,5000000.0,4975000.0,100000.0,0.2270414787598117
4.269999999999953,5000000.0,4975000.0,100000.0,0.252513870837229
