t [s],P [Pa],T [K],M_liq [kg],mdot [kg/s],V_gas [m^3]
2.440000e+01,9.313950e+05,2.931500e+02,1.810963e+01,5.176885e-01,2.673409e-02
2.445000e+01,9.302479e+05,2.931500e+02,1.808375e+01,5.173372e-01,2.676706e-02
2.450000e+01,9.291043e+05,2.931500e+02,1.805788e+01,5.169867e-01,2.680001e-02
2.455000e+01,9.279643e+05,2.931500e+02,1.803203e+01,5.166371e-01,2.683293e-02
2.460000e+01,9.268278e+05,2.931500e+02,1.800620e+01,5.162884e-01,2.686583e-02
2.465000e+01,9.256949e+05,2.931500e+02,1.798039e+01,5.159405e-01,2.689871e-02
2.470000e+01,9.245656e+05,2.931500e+02,1.795459e+01,5.155935e-01,2.693157e-02
2.475000e+01,9.234397e+05,2.931500e+02,1.792881e+01,5.152473e-01,2.696440e-02
2.480000e+01,9.223173e+05,2.931500e+02,1.790305e+01,5.149019e-01,2.699722e-02
2.485000e+01,9.211984e+05,2.931500e+02,1.787730e+01,5.145574e-01,2.703001e-02
2.490000e+01,9.200830e+05,2.931500e+02,1.785157e+01,5.142137e-01,2.706278e-02
2.495000e+01,9.189710e+05,2.931500e+02,1.782586e+01,5.138709e-01,2.709552e-02
2.500000e+01,9.178624e+05,2.931500e+02,1.780017e+01,5.135288e-01,2.712825e-02
2.505000e+01,9.167573e+05,2.931500e+02,1.777449e+01,5.131877e-01,2.716095e-02
2.510000e+01,9.156555e+05,2.931500e+02,1.774883e+01,5.128473e-01,2.719363e-02
2.515000e+01,9.145571e+05,2.931500e+02,1.772319e+01,5.125077e-01,2.722629e-02
2.520000e+01,9.134620e+05,2.931500e+02,1.769757e+01,5.121690e-01,2.725893e-02
2.525000e+01,9.123703e+05,2.931500e+02,1.767196e+01,5.118310e-01,2.729155e-02
2.530000e+01,9.112819e+05,2.931500e+02,1.764637e+01,5.114939e-01,2.732415e-02
2.535000e+01,9.101969e+05,2.931500e+02,1.762079e+01,5.111576e-01,2.735672e-02
2.540000e+01,9.091151e+05,2.931500e+02,1.759523e+01,5.108221e-01,2.738927e-02
2.545000e+01,9.080366e+05,2.931500e+02,1.756969e+01,5.104873e-01,2.742180e-02
2.550000e+01,9.069613e+05,2.931500e+02,1.754417e+01,5.101534e-01,2.745431e-02
2.555000e+01,9.058893e+05,2.931500e+02,1.751866e+01,5.098203e-01,2.748680e-02
2.560000e+01,9.048205e+05,2.931500e+02,1.749317e+01,5.094879e-01,2.751927e-02
2.565000e+01,9.037550e+05,2.931500e+02,1.746770e+01,5.091563e-01,2.755172e-02
2.570000e+01,9.026926e+05,2.931500e+02,1.744224e+01,5.088255e-01,2.758414e-02
2.575000e+01,9.016334e+05,2.931500e+02,1.741680e+01,5.084955e-01,2.761654e-02
2.580000e+01,9.005774e+05,2.931500e+02,1.739137e+01,5.081663e-01,2.764893e-02
2.585000e+01,8.995246e+05,2.931500e+02,1.736596e+01,5.078378e-01,2.768129e-02
2.590000e+01,8.984748e+05,2.931500e+02,1.734057e+01,5.075101e-01,2.771363e-02
2.595000e+01,8.974282e+05,2.931500e+02,1.731520e+01,5.071831e-01,2.774595e-02
2.600000e+01,8.963847e+05,2.931500e+02,1.728984e+01,5.068570e-01,2.777825e-02
2.605000e+01,8.953443e+05,2.931500e+02,1.726449e+01,5.065315e-01,2.781053e-02
2.610000e+01,8.943070e+05,2.931500e+02,1.723917e+01,5.062069e-01,2.784279e-02
2.615000e+01,8.932727e+05,2.931500e+02,1.721386e+01,5.058829e-01,2.787502e-02
2.620000e+01,8.922415e+05,2.931500e+02,1.718856e+01,5.055598e-01,2.790724e-02
2.625000e+01,8.912134e+05,2.931500e+02,1.716328e+01,5.052373e-01,2.793944e-02
2.630000e+01,8.901882e+05,2.931500e+02,1.713802e+01,5.049157e-01,2.797161e-02
2.635000e+01,8.891660e+05,2.931500e+02,1.711278e+01,5.045947e-01,2.800377e-02
2.640000e+01,8.881469e+05,2.931500e+02,1.708755e+01,5.042745e-01,2.803590e-02
2.645000e+01,8.871307e+05,2.931500e+02,1.706233e+01,5.039550e-01,2.806802e-02
2.650000e+01,8.861175e+05,2.931500e+02,1.703714e+01,5.036363e-01,2.810011e-02
2.655000e+01,8.851072e+05,2.931500e+02,1.701195e+01,5.033183e-01,2.813218e-02
2.660000e+01,8.840999e+05,2.931500e+02,1.698679e+01,5.030010e-01,2.816424e-02
2.665000e+01,8.830955e+05,2.931500e+02,1.696164e+01,5.026844e-01,2.819627e-02
2.670000e+01,8.820940e+05,2.931500e+02,1.693650e+01,5.023685e-01,2.822828e-02
2.675000e+01,8.810954e+05,2.931500e+02,1.691139e+01,5.020534e-01,2.826028e-02
2.680000e+01,8.800997e+05,2.931500e+02,1.688628e+01,5.017390e-01,2.829225e-02
2.685000e+01,8.791068e+05,2.931500e+02,1.686120e+01,5.014253e-01,2.832420e-02
2.690000e+01,8.781168e+05,2.931500e+02,1.683612e+01,5.011123e-01,2.835614e-02
2.695000e+01,8.771297e+05,2.931500e+02,1.681107e+01,5.007999e-01,2.838805e-02
2.700000e+01,8.761454e+05,2.931500e+02,1.678603e+01,5.004883e-01,2.841994e-02
2.705000e+01,8.751639e+05,2.931500e+02,1.676100e+01,5.001774e-01,2.845181e-02
2.710000e+01,8.741852e+05,2.931500e+02,1.673600e+01,4.998672e-01,2.848367e-02
2.715000e+01,8.732093e+05,2.931500e+02,1.671100e+01,4.995577e-01,2.851550e-02
2.720000e+01,8.722361e+05,2.931500e+02,1.668602e+01,4.992489e-01,2.854732e-02
2.725000e+01,8.712658e+05,2.931500e+02,1.666106e+01,4.989407e-01,2.857911e-02
2.730000e+01,8.702982e+05,2.931500e+02,1.663612e+01,4.986333e-01,2.861088e-02
2.735000e+01,8.693333e+05,2.931500e+02,1.661118e+01,4.983265e-01,2.864264e-02
2.740000e+01,8.683712e+05,2.931500e+02,1.658627e+01,4.980204e-01,2.867437e-02
2.745000e+01,8.674117e+05,2.931500e+02,1.656137e+01,4.977150e-01,2.870609e-02
2.750000e+01,8.664550e+05,2.931500e+02,1.653648e+01,4.974103e-01,2.873779e-02
2.755000e+01,8.655010e+05,2.931500e+02,1.651161e+01,4.971062e-01,2.876946e-02
2.760000e+01,8.645496e+05,2.931500e+02,1.648675e+01,4.968028e-01,2.880112e-02
2.765000e+01,8.636010e+05,2.931500e+02,1.646191e+01,4.965001e-01,2.883276e-02
2.770000e+01,8.626549e+05,2.931500e+02,1.643709e+01,4.961980e-01,2.886438e-02
2.775000e+01,8.617116e+05,2.931500e+02,1.641228e+01,4.958966e-01,2.889598e-02
2.780000e+01,8.607708e+05,2.931500e+02,1.638748e+01,4.955958e-01,2.892756e-02
2.785000e+01,8.598327e+05,2.931500e+02,1.636270e+01,4.952957e-01,2.895912e-02
2.790000e+01,8.588972e+05,2.931500e+02,1.633794e+01,4.949963e-01,2.899066e-02
2.795000e+01,8.579643e+05,2.931500e+02,1.631319e+01,4.946975e-01,2.902219e-02
2.800000e+01,8.570339e+05,2.931500e+02,1.628846e+01,4.943994e-01,2.905369e-02
2.805000e+01,8.561062e+05,2.931500e+02,1.626374e+01,4.941019e-01,2.908518e-02
2.810000e+01,8.551810e+05,2.931500e+02,1.623903e+01,4.938050e-01,2.911664e-02
2.815000e+01,8.542583e+05,2.931500e+02,1.621434e+01,4.935088e-01,2.914809e-02
2.820000e+01,8.533382e+05,2.931500e+02,1.618966e+01,4.932132e-01,2.917952e-02
2.825000e+01,8.524207e+05,2.931500e+02,1.616500e+01,4.929183e-01,2.921093e-02
2.830000e+01,8.515056e+05,2.931500e+02,1.614036e+01,4.926240e-01,2.924232e-02
2.835000e+01,8.505930e+05,2.931500e+02,1.611573e+01,4.923303e-01,2.927369e-02
2.840000e+01,8.496830e+05,2.931500e+02,1.609111e+01,4.920372e-01,2.930505e-02
2.845000e+01,8.487754e+05,2.931500e+02,1.606651e+01,4.917448e-01,2.933638e-02
2.850000e+01,8.478703e+05,2.931500e+02,1.604192e+01,4.914530e-01,2.936770e-02
2.855000e+01,8.469677e+05,2.931500e+02,1.601735e+01,4.911619e-01,2.939900e-02
2.860000e+01,8.460675e+05,2.931500e+02,1.599279e+01,4.908713e-01,2.943028e-02
2.865000e+01,8.451698e+05,2.931500e+02,1.596825e+01,4.905814e-01,2.946154e-02
2.870000e+01,8.442745e+05,2.931500e+02,1.594372e+01,4.902920e-01,2.949278e-02
2.875000e+01,8.433816e+05,2.931500e+02,1.591920e+01,4.900033e-01,2.952400e-02
2.880000e+01,8.424911e+05,2.931500e+02,1.589470e+01,4.897152e-01,2.955521e-02
2.885000e+01,8.416031e+05,2.931500e+02,1.587022e+01,4.894277e-01,2.958639e-02
2.890000e+01,8.407174e+05,2.931500e+02,1.584575e+01,4.891408e-01,2.961756e-02
2.895000e+01,8.398341e+05,2.931500e+02,1.582129e+01,4.888546e-01,2.964871e-02
2.900000e+01,8.389531e+05,2.931500e+02,1.579685e+01,4.885689e-01,2.967985e-02
2.905000e+01,8.380746e+05,2.931500e+02,1.577242e+01,4.882838e-01,2.971096e-02
2.910000e+01,8.371984e+05,2.931500e+02,1.574800e+01,4.879993e-01,2.974206e-02
2.915000e+01,8.363245e+05,2.931500e+02,1.572360e+01,4.877154e-01,2.977313e-02
2.920000e+01,8.354529e+05,2.931500e+02,1.569922e+01,4.874321e-01,2.980419e-02
2.925000e+01,8.345837e+05,2.931500e+02,1.567485e+01,4.871494e-01,2.983523e-02
2.930000e+01,8.337167e+05,2.931500e+02,1.565049e+01,4.868673e-01,2.986626e-02
2.935000e+01,8.328521e+05,2.931500e+02,1.562615e+01,4.865857e-01,2.989726e-02
2.940000e+01,8.319898e+05,2.931500e+02,1.560182e+01,4.863048e-01,2.992825e-02
2.945000e+01,8.311297e+05,2.931500e+02,1.557750e+01,4.860244e-01,2.995922e-02
2.950000e+01,8.302719e+05,2.931500e+02,1.555320e+01,4.857446e-01,2.999017e-02
2.955000e+01,8.294164e+05,2.931500e+02,1.552891e+01,4.854654e-01,3.002111e-02
2.960000e+01,8.285631e+05,2.931500e+02,1.550464e+01,4.851867e-01,3.005202e-02
2.965000e+01,8.277121e+05,2.931500e+02,1.548038e+01,4.849087e-01,3.008292e-02
2.970000e+01,8.268633e+05,2.931500e+02,1.545613e+01,4.846312e-01,3.011380e-02
2.975000e+01,8.260167e+05,2.931500e+02,1.543190e+01,4.843542e-01,3.014467e-02
2.980000e+01,8.251724e+05,2.931500e+02,1.540769e+01,4.840779e-01,3.017551e-02
2.985000e+01,8.243302e+05,2.931500e+02,1.538348e+01,4.838021e-01,3.020634e-02
2.990000e+01,8.234903e+05,2.931500e+02,1.535929e+01,4.835268e-01,3.023715e-02
2.995000e+01,8.226525e+05,2.931500e+02,1.533511e+01,4.832521e-01,3.026794e-02
3.000000e+01,8.218169e+05,2.931500e+02,1.531095e+01,4.829780e-01,3.029872e-02
